"merge_id","hid.x","pid.x","gender","age","married","ethnicity","born_outside_accra","hid.y","pid.y","highest_education","hid","pid","seen_nih_card","nih"
"70278/14.5","70278/14",5,"Male",5,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",TRUE,"70278/14",5,"Primary","70278/14",5,"Yes, card not seen",FALSE
"70278/15.1","70278/15",1,"Male",53,"Separated","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",TRUE,"70278/15",1,"Middle","70278/15",1,NA,NA
"70278/15.2","70278/15",2,"Female",18,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",TRUE,"70278/15",2,"SSS/SHS","70278/15",2,NA,NA
"70278/15.3","70278/15",3,"Male",22,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",TRUE,"70278/15",3,"University (Bachelor)","70278/15",3,NA,NA
"70279/01.1","70279/01",1,"Female",43,"Married","Asante",FALSE,"70279/01",1,"Middle","70279/01",1,"Yes, card seen",TRUE
"70279/03.1","70279/03",1,"Male",33,"Never married","Ga",FALSE,"70279/03",1,"University (Bachelor)","70279/03",1,NA,NA
"70279/04.1","70279/04",1,"Female",57,"Separated","Ga",FALSE,"70279/04",1,"Middle","70279/04",1,NA,NA
"70279/04.2","70279/04",2,"Female",24,"Never married","Ga",FALSE,"70279/04",2,"Teacher Training/Agric/ Nursing Cert","70279/04",2,"Yes, card seen",TRUE
"70279/08.1","70279/08",1,"Male",55,"Married","Ga",FALSE,"70279/08",1,NA,"70279/08",1,NA,NA
"70279/08.2","70279/08",2,"Female",45,"Married","Ga",FALSE,"70279/08",2,"Primary","70279/08",2,NA,NA
"70279/08.3","70279/08",3,"Female",24,"Never married","Ga",FALSE,"70279/08",3,"University (Bachelor)","70279/08",3,NA,NA
"70279/08.4","70279/08",4,"Female",21,"Never married","Ga",FALSE,"70279/08",4,"University (Bachelor)","70279/08",4,"Yes, card seen",TRUE
"70279/08.5","70279/08",5,"Female",17,"Never married","Ga",FALSE,"70279/08",5,"SSS/SHS","70279/08",5,"Yes, card seen",TRUE
"70279/09.1","70279/09",1,"Male",31,"Never married","Ga",FALSE,"70279/09",1,"University (Bachelor)","70279/09",1,"Yes, card seen",TRUE
"70279/09.2","70279/09",2,"Female",21,"Never married","Ga",FALSE,"70279/09",2,"SSS/SHS","70279/09",2,"Yes, card seen",TRUE
"70279/10.1","70279/10",1,"Male",34,"Never married","Akyem",TRUE,"70279/10",1,"JSS/JHS","70279/10",1,"Yes, card seen",TRUE
"70279/11.1","70279/11",1,"Male",48,"Married","Ewe",FALSE,"70279/11",1,"Unviersity (Post Graduate)","70279/11",1,"Yes, card seen",TRUE
"70279/11.2","70279/11",2,"Female",42,"Married","Ewe",TRUE,"70279/11",2,"Middle","70279/11",2,"Yes, card seen",TRUE
"70279/11.3","70279/11",3,"Male",24,"Never married","Ewe",FALSE,"70279/11",3,"University (Bachelor)","70279/11",3,"Yes, card seen",TRUE
"70279/11.4","70279/11",4,"Male",20,"Never married","Ewe",FALSE,"70279/11",4,"SSS/SHS","70279/11",4,"Yes, card seen",TRUE
"70279/11.5","70279/11",5,"Male",14,"Never married","Ewe",FALSE,"70279/11",5,"JSS/JHS","70279/11",5,"Yes, card seen",TRUE
"70279/11.6","70279/11",6,"Female",24,"Never married","Akyem",TRUE,"70279/11",6,"SSS/SHS","70279/11",6,"Yes, card seen",TRUE
"70279/12.1","70279/12",1,"Female",46,"Separated","Akuapem",FALSE,"70279/12",1,"Voc/Tech/Comm","70279/12",1,"Yes, card seen",TRUE
"70279/12.2","70279/12",2,"Female",12,"Never married","Akuapem",FALSE,"70279/12",2,"JSS/JHS","70279/12",2,"Yes, card seen",TRUE
"70279/12.3","70279/12",3,"Male",8,NA,"Akuapem",FALSE,"70279/12",3,"Primary","70279/12",3,"Yes, card seen",TRUE
"70279/12.4","70279/12",4,"Male",5,NA,"Akuapem",FALSE,"70279/12",4,"Kindergarten","70279/12",4,"Yes, card seen",TRUE
"70279/13.1","70279/13",1,"Male",38,"Married","Wasa",TRUE,"70279/13",1,"SSS/SHS","70279/13",1,NA,NA
"70279/13.2","70279/13",2,"Female",35,"Married","Wasa",TRUE,"70279/13",2,"Voc/Tech/Comm","70279/13",2,"Yes, card seen",TRUE
"70279/13.3","70279/13",3,"Female",7,NA,"Wasa",FALSE,"70279/13",3,"Primary","70279/13",3,"Yes, card seen",TRUE
"70279/13.4","70279/13",4,"Female",5,NA,"Wasa",FALSE,"70279/13",4,"Kindergarten","70279/13",4,"Yes, card seen",TRUE
"70279/13.5","70279/13",5,"Female",5,NA,"Wasa",FALSE,"70279/13",5,"Kindergarten","70279/13",5,"Yes, card seen",TRUE
"70280/01.1","70280/01",1,"Male",28,"Never married","Akyem",FALSE,"70280/01",1,"SSS/SHS","70280/01",1,NA,NA
"70280/02.1","70280/02",1,"Male",40,"Married","Agona",TRUE,"70280/02",1,"Middle","70280/02",1,NA,NA
"70280/02.2","70280/02",2,"Female",37,"Married","Agona",TRUE,"70280/02",2,"JSS/JHS","70280/02",2,"Yes, card seen",TRUE
"70280/02.3","70280/02",3,"Male",15,"Never married","Agona",FALSE,"70280/02",3,"JSS/JHS","70280/02",3,NA,NA
"70280/02.4","70280/02",4,"Female",12,"Never married","Agona",FALSE,"70280/02",4,"Primary","70280/02",4,NA,NA
"70280/02.5","70280/02",5,"Female",10,NA,"Agona",FALSE,"70280/02",5,"Primary","70280/02",5,NA,NA
"70280/02.6","70280/02",6,"Female",7,NA,"Agona",FALSE,"70280/02",6,NA,"70280/02",6,NA,NA
"70280/04.1","70280/04",1,"Male",37,"Married","Akyem",TRUE,"70280/04",1,"Primary","70280/04",1,NA,NA
"70280/04.2","70280/04",2,"Female",24,"Married","Akyem",FALSE,"70280/04",2,"University (Bachelor)","70280/04",2,NA,NA
"70280/04.3","70280/04",3,"Male",32,"Never married","Akyem",TRUE,"70280/04",3,"SSS/SHS","70280/04",3,NA,NA
"70280/05.1","70280/05",1,"Male",38,"Married","Akuapem",TRUE,"70280/05",1,"JSS/JHS","70280/05",1,"Yes, card not seen",FALSE
"70280/05.2","70280/05",2,"Female",33,"Married","Akuapem",TRUE,"70280/05",2,"JSS/JHS","70280/05",2,"Yes, card seen",TRUE
"70280/05.3","70280/05",3,"Female",7,NA,"Akuapem",FALSE,"70280/05",3,"Primary","70280/05",3,"Yes, card seen",TRUE
"70280/05.4","70280/05",4,"Male",6,NA,"Akuapem",FALSE,"70280/05",4,"Primary","70280/05",4,"Yes, card seen",TRUE
"70280/05.5","70280/05",5,"Female",4,NA,"Akuapem",FALSE,"70280/05",5,"Kindergarten","70280/05",5,"Yes, card seen",TRUE
"70280/06.1","70280/06",1,"Male",76,"Married","Ga",FALSE,"70280/06",1,NA,"70280/06",1,"Yes, card seen",TRUE
"70280/06.2","70280/06",2,"Female",69,"Married","Ga",FALSE,"70280/06",2,NA,"70280/06",2,"Yes, card seen",TRUE
"70280/06.3","70280/06",3,"Male",43,"Divorced","Ga",FALSE,"70280/06",3,"Secondary","70280/06",3,"Yes, card seen",TRUE
"70280/06.4","70280/06",4,"Male",30,"Never married","Ga",FALSE,"70280/06",4,"SSS/SHS","70280/06",4,NA,NA
"70280/07.1","70280/07",1,"Male",45,"Married","Ewe",TRUE,"70280/07",1,"Middle","70280/07",1,NA,NA
"70280/07.2","70280/07",2,"Female",37,"Married","Akyem",TRUE,"70280/07",2,"JSS/JHS","70280/07",2,"Yes, card seen",TRUE
"70280/07.3","70280/07",3,"Male",9,NA,"Ewe",FALSE,"70280/07",3,"Primary","70280/07",3,"Yes, card seen",TRUE
"70280/07.4","70280/07",4,"Male",7,NA,"Ewe",FALSE,"70280/07",4,"Primary","70280/07",4,"Yes, card seen",TRUE
"70280/08.1","70280/08",1,"Female",60,"Married","Denkyira / Twifo",TRUE,"70280/08",1,"Primary","70280/08",1,"Yes, card seen",TRUE
"70280/08.2","70280/08",2,"Male",35,"Never married","Denkyira / Twifo",FALSE,"70280/08",2,"JSS/JHS","70280/08",2,"Yes, card seen",TRUE
"70280/09.1","70280/09",1,"Female",56,"Divorced","Ewe",TRUE,"70280/09",1,"Primary","70280/09",1,NA,NA
"70280/09.2","70280/09",2,"Female",54,"Divorced","Ewe",TRUE,"70280/09",2,"Middle","70280/09",2,"Yes, card seen",TRUE
"70280/09.3","70280/09",3,"Female",20,"Never married","Ewe",FALSE,"70280/09",3,"SSS/SHS","70280/09",3,NA,NA
"70280/10.1","70280/10",1,"Male",38,"Married","Akuapem",TRUE,"70280/10",1,"JSS/JHS","70280/10",1,NA,NA
"70280/10.2","70280/10",2,"Female",32,"Married","Akuapem",TRUE,"70280/10",2,"JSS/JHS","70280/10",2,"Yes, card seen",TRUE
"70280/10.3","70280/10",3,"Male",15,"Never married","Akuapem",FALSE,"70280/10",3,"JSS/JHS","70280/10",3,NA,NA
"70280/10.4","70280/10",4,"Female",7,NA,"Akuapem",FALSE,"70280/10",4,"Primary","70280/10",4,NA,NA
"70280/10.5","70280/10",5,"Female",3,NA,"Akuapem",FALSE,"70280/10",5,"Kindergarten","70280/10",5,NA,NA
"70280/11.1","70280/11",1,"Female",60,"Married","Boron (Brong) (including Banda)",TRUE,"70280/11",1,"Primary","70280/11",1,"Yes, card seen",TRUE
"70280/11.2","70280/11",2,"Female",39,"Divorced","Boron (Brong) (including Banda)",TRUE,"70280/11",2,"Voc/Tech/Comm","70280/11",2,"Yes, card seen",TRUE
"70280/11.3","70280/11",3,"Female",37,"Married","Boron (Brong) (including Banda)",TRUE,"70280/11",3,"JSS/JHS","70280/11",3,"Yes, card seen",TRUE
"70280/11.4","70280/11",4,"Male",18,"Never married","Ewe",FALSE,"70280/11",4,"SSS/SHS","70280/11",4,"Yes, card not seen",FALSE
"70280/11.5","70280/11",5,"Male",13,"Never married","Ewe",FALSE,"70280/11",5,"JSS/JHS","70280/11",5,"Yes, card not seen",FALSE
"70280/11.6","70280/11",6,"Male",14,"Never married","Sefwi",FALSE,"70280/11",6,"Primary","70280/11",6,"Yes, card seen",TRUE
"70280/11.7","70280/11",7,"Male",8,NA,"Sefwi",FALSE,"70280/11",7,"Primary","70280/11",7,"Yes, card seen",TRUE
"70280/11.8","70280/11",8,"Male",8,NA,"Sefwi",FALSE,"70280/11",8,"Primary","70280/11",8,"Yes, card seen",TRUE
"70280/11.9","70280/11",9,"Male",3,NA,"Sefwi",FALSE,"70280/11",9,"Kindergarten","70280/11",9,"Yes, card seen",TRUE
"70280/12.1","70280/12",1,"Female",45,"Married","Nankansi, Talensi & Gurense (Frafra)",TRUE,"70280/12",1,"Voc/Tech/Comm","70280/12",1,NA,NA
"70280/12.2","70280/12",2,"Male",19,"Never married","Nankansi, Talensi & Gurense (Frafra)",FALSE,"70280/12",2,"JSS/JHS","70280/12",2,NA,NA
"70280/12.3","70280/12",3,"Female",14,"Never married","Nankansi, Talensi & Gurense (Frafra)",FALSE,"70280/12",3,"JSS/JHS","70280/12",3,NA,NA
"70280/12.4","70280/12",4,"Female",9,NA,"Nankansi, Talensi & Gurense (Frafra)",FALSE,"70280/12",4,"Primary","70280/12",4,NA,NA
"70280/12.5","70280/12",5,"Male",18,"Never married","Ga",FALSE,"70280/12",5,"JSS/JHS","70280/12",5,NA,NA
"70280/14.1","70280/14",1,"Male",39,"Married","Aowin",TRUE,"70280/14",1,"Middle","70280/14",1,"Yes, card seen",TRUE
"70280/14.2","70280/14",2,"Female",33,"Married","Aowin",TRUE,"70280/14",2,"JSS/JHS","70280/14",2,"Yes, card seen",TRUE
"70280/14.3","70280/14",3,"Female",8,NA,"Aowin",FALSE,"70280/14",3,"Primary","70280/14",3,"Yes, card seen",TRUE
"70280/14.4","70280/14",4,"Male",6,NA,"Aowin",FALSE,"70280/14",4,"Primary","70280/14",4,"Yes, card seen",TRUE
"70280/15.1","70280/15",1,"Male",47,"Married","Fante",FALSE,"70280/15",1,NA,"70280/15",1,NA,NA
"70280/15.2","70280/15",2,"Female",45,"Married","Fante",FALSE,"70280/15",2,"Middle","70280/15",2,"Yes, card seen",TRUE
"70280/15.3","70280/15",3,"Female",20,"Never married","Fante",FALSE,"70280/15",3,"SSS/SHS","70280/15",3,NA,NA
"70280/15.4","70280/15",4,"Female",16,"Never married","Fante",FALSE,"70280/15",4,"SSS/SHS","70280/15",4,"Yes, card seen",TRUE
"70280/15.5","70280/15",5,"Female",11,NA,"Fante",FALSE,"70280/15",5,"Primary","70280/15",5,"Yes, card seen",TRUE
"70281/01.1","70281/01",1,"Female",57,"Widowed","Fante",TRUE,"70281/01",1,"Middle","70281/01",1,NA,NA
"70281/01.2","70281/01",2,"Female",31,"Never married","Fante",TRUE,"70281/01",2,"SSS/SHS","70281/01",2,"Yes, card seen",TRUE
"70281/01.3","70281/01",3,"Male",29,"Never married","Fante",TRUE,"70281/01",3,"JSS/JHS","70281/01",3,NA,NA
"70281/01.4","70281/01",4,"Female",25,"Never married","Fante",TRUE,"70281/01",4,"JSS/JHS","70281/01",4,"Yes, card seen",TRUE
"70281/01.5","70281/01",5,"Male",23,"Never married","Fante",TRUE,"70281/01",5,"University (Bachelor)","70281/01",5,NA,NA
"70281/01.6","70281/01",6,"Male",23,"Never married","Fante",TRUE,"70281/01",6,"University (Bachelor)","70281/01",6,NA,NA
"70281/01.7","70281/01",7,"Male",11,NA,"Fante",FALSE,"70281/01",7,"Primary","70281/01",7,NA,NA
"70281/02.1","70281/02",1,"Female",47,"Widowed","Fante",TRUE,"70281/02",1,"Middle","70281/02",1,NA,NA
"70281/02.2","70281/02",2,"Male",14,"Never married","Fante",FALSE,"70281/02",2,"Primary","70281/02",2,"Yes, card seen",TRUE
"70281/02.3","70281/02",3,"Female",11,NA,"Fante",FALSE,"70281/02",3,"Primary","70281/02",3,"Yes, card seen",TRUE
"70281/02.4","70281/02",4,"Female",30,"Divorced","Fante",TRUE,"70281/02",4,"SSS/SHS","70281/02",4,NA,NA
"70281/02.5","70281/02",5,"Male",3,NA,"Fante",FALSE,"70281/02",5,"Kindergarten","70281/02",5,NA,NA
"70281/03.1","70281/03",1,"Female",43,"Married","Akyem",TRUE,"70281/03",1,"Unviersity (Post Graduate)","70281/03",1,"Yes, card seen",TRUE
"70281/03.2","70281/03",2,"Female",13,"Never married","Ga",FALSE,"70281/03",2,"JSS/JHS","70281/03",2,"Yes, card seen",TRUE
"70281/03.3","70281/03",3,"Male",10,NA,"Ga",FALSE,"70281/03",3,"Primary","70281/03",3,"Yes, card seen",TRUE
"70281/03.4","70281/03",4,"Female",9,NA,"Ga",FALSE,"70281/03",4,"Primary","70281/03",4,"Yes, card seen",TRUE
"70281/04.1","70281/04",1,"Male",30,"Never married","Ewe",FALSE,"70281/04",1,"JSS/JHS","70281/04",1,"Yes, card seen",TRUE
"70281/06.1","70281/06",1,"Male",27,"Married","Fante",TRUE,"70281/06",1,"JSS/JHS","70281/06",1,NA,NA
"70281/06.2","70281/06",2,"Female",23,"Married","Fante",TRUE,"70281/06",2,"JSS/JHS","70281/06",2,"Yes, card seen",TRUE
"70281/07.1","70281/07",1,"Male",21,"Never married","Ewe",TRUE,"70281/07",1,"JSS/JHS","70281/07",1,"Yes, card seen",TRUE
"70281/08.1","70281/08",1,"Male",47,"Married","Akuapem",TRUE,"70281/08",1,"Middle","70281/08",1,NA,NA
"70281/08.2","70281/08",2,"Female",43,"Married","Akuapem",TRUE,"70281/08",2,"JSS/JHS","70281/08",2,NA,NA
"70281/08.3","70281/08",3,"Female",18,"Never married","Akuapem",FALSE,"70281/08",3,"SSS/SHS","70281/08",3,"Yes, card seen",TRUE
"70281/08.4","70281/08",4,"Female",14,"Never married","Akuapem",FALSE,"70281/08",4,"JSS/JHS","70281/08",4,NA,NA
"70281/08.5","70281/08",5,"Female",8,NA,"Akuapem",FALSE,"70281/08",5,"Primary","70281/08",5,NA,NA
"70281/09.1","70281/09",1,"Male",38,"Married","Ewe",FALSE,"70281/09",1,"JSS/JHS","70281/09",1,NA,NA
"70281/09.2","70281/09",2,"Female",35,"Married","Fante",FALSE,"70281/09",2,"JSS/JHS","70281/09",2,"Yes, card seen",TRUE
"70281/10.1","70281/10",1,"Female",66,"Widowed","Asante",TRUE,"70281/10",1,"Middle","70281/10",1,"Yes, card seen",TRUE
"70281/10.2","70281/10",2,"Female",37,"Married","Asante",FALSE,"70281/10",2,"JSS/JHS","70281/10",2,NA,NA
"70281/10.3","70281/10",3,"Female",43,"Never married","Asante",FALSE,"70281/10",3,"JSS/JHS","70281/10",3,NA,NA
"70281/10.4","70281/10",4,"Male",39,"Never married","Asante",FALSE,"70281/10",4,"JSS/JHS","70281/10",4,NA,NA
"70281/10.5","70281/10",5,"Male",7,NA,"Asante",FALSE,"70281/10",5,"Primary","70281/10",5,"Yes, card seen",TRUE
"70281/10.6","70281/10",6,"Male",12,"Never married","Asante",FALSE,"70281/10",6,"Primary","70281/10",6,"Yes, card seen",TRUE
"70281/10.7","70281/10",7,"Female",16,"Never married","Asante",FALSE,"70281/10",7,"JSS/JHS","70281/10",7,"Yes, card seen",TRUE
"70281/10.8","70281/10",8,"Female",9,NA,"Asante",FALSE,"70281/10",8,"Primary","70281/10",8,"Yes, card seen",TRUE
"70281/11.1","70281/11",1,"Male",37,"Married","Fante",FALSE,"70281/11",1,"JSS/JHS","70281/11",1,"Yes, card seen",TRUE
"70281/11.2","70281/11",2,"Female",32,"Married","Kwahu",FALSE,"70281/11",2,"JSS/JHS","70281/11",2,"Yes, card seen",TRUE
"70281/11.3","70281/11",3,"Male",15,"Never married","Fante",FALSE,"70281/11",3,"Primary","70281/11",3,"No",FALSE
"70281/11.4","70281/11",4,"Female",11,NA,"Fante",FALSE,"70281/11",4,"Primary","70281/11",4,NA,NA
"70281/11.5","70281/11",5,"Female",9,NA,"Fante",FALSE,"70281/11",5,"Primary","70281/11",5,NA,NA
"70281/11.6","70281/11",6,"Female",4,NA,"Fante",FALSE,"70281/11",6,"Primary","70281/11",6,"Yes, card seen",TRUE
"70281/12.1","70281/12",1,"Male",50,"Married","Ewe",TRUE,"70281/12",1,"Voc/Tech/Comm","70281/12",1,"Yes, card seen",TRUE
"70281/12.2","70281/12",2,"Female",46,"Married","Ewe",TRUE,"70281/12",2,"JSS/JHS","70281/12",2,"Yes, card seen",TRUE
"70281/12.3","70281/12",3,"Male",23,"Never married","Ewe",TRUE,"70281/12",3,"SSS/SHS","70281/12",3,"Yes, card seen",TRUE
"70281/12.4","70281/12",4,"Male",19,"Never married","Ewe",FALSE,"70281/12",4,"SSS/SHS","70281/12",4,NA,NA
"70281/13.1","70281/13",1,"Male",53,"Married","Builsa (Kangyaga or Kanjaga)",TRUE,"70281/13",1,"Middle","70281/13",1,NA,NA
"70281/13.2","70281/13",2,"Female",45,"Married","Builsa (Kangyaga or Kanjaga)",TRUE,"70281/13",2,"JSS/JHS","70281/13",2,"Yes, card seen",TRUE
"70281/13.3","70281/13",3,"Male",20,"Never married","Builsa (Kangyaga or Kanjaga)",FALSE,"70281/13",3,"SSS/SHS","70281/13",3,NA,NA
"70281/13.4","70281/13",4,"Male",14,"Never married","Builsa (Kangyaga or Kanjaga)",FALSE,"70281/13",4,"JSS/JHS","70281/13",4,"Yes, card seen",TRUE
"70281/13.5","70281/13",5,"Male",9,NA,"Builsa (Kangyaga or Kanjaga)",FALSE,"70281/13",5,"Primary","70281/13",5,"Yes, card seen",TRUE
"70281/14.1","70281/14",1,"Female",62,"Divorced","Akuapem",TRUE,"70281/14",1,"Middle","70281/14",1,"Yes, card seen",TRUE
"70281/14.2","70281/14",2,"Female",33,"Married","Akuapem",FALSE,"70281/14",2,"JSS/JHS","70281/14",2,"Yes, card seen",TRUE
"70281/14.3","70281/14",3,"Male",30,"Married","Fante",FALSE,"70281/14",3,"Primary","70281/14",3,NA,NA
"70281/14.4","70281/14",4,"Female",23,"Never married","Fante",FALSE,"70281/14",4,"University (Bachelor)","70281/14",4,"Yes, card seen",TRUE
"70281/14.5","70281/14",5,"Female",21,"Married","Dagarte (Dagaba), Lobi , Wali (Wala)",TRUE,"70281/14",5,"Primary","70281/14",5,"Yes, card seen",TRUE
"70281/15.1","70281/15",1,"Male",71,"Married","Ewe",TRUE,"70281/15",1,"Middle","70281/15",1,NA,NA
"70281/15.2","70281/15",2,"Female",57,"Married","Ewe",TRUE,"70281/15",2,"Middle","70281/15",2,"Yes, card seen",TRUE
"70281/15.3","70281/15",3,"Male",32,"Never married","Ewe",TRUE,"70281/15",3,"Polytechnic","70281/15",3,"Yes, card seen",TRUE
"70281/15.4","70281/15",4,"Female",26,"Never married","Ewe",TRUE,"70281/15",4,"SSS/SHS","70281/15",4,"Yes, card seen",TRUE
"70281/15.5","70281/15",5,"Male",42,"Never married","Ewe",TRUE,"70281/15",5,"Voc/Tech/Comm","70281/15",5,"Yes, card seen",TRUE
"70282/02.1","70282/02",1,"Female",36,"Separated","Ga",FALSE,"70282/02",1,"Secondary","70282/02",1,NA,NA
"70282/02.2","70282/02",2,"Female",13,"Never married","Ga",FALSE,"70282/02",2,"JSS/JHS","70282/02",2,NA,NA
"70282/03.1","70282/03",1,"Female",84,"Widowed","Ga",FALSE,"70282/03",1,NA,"70282/03",1,"Yes, card seen",TRUE
"70282/03.2","70282/03",2,"Female",14,"Never married","Ga",FALSE,"70282/03",2,"JSS/JHS","70282/03",2,"Yes, card not seen",FALSE
"70282/03.3","70282/03",3,"Female",14,"Never married","Ga",FALSE,"70282/03",3,"JSS/JHS","70282/03",3,"Yes, card not seen",FALSE
"70282/04.1","70282/04",1,"Male",41,"Consensual Union","Akyem",TRUE,"70282/04",1,"JSS/JHS","70282/04",1,NA,NA
"70282/04.2","70282/04",2,"Female",32,"Consensual Union","Kwahu",TRUE,"70282/04",2,"JSS/JHS","70282/04",2,"Yes, card not seen",FALSE
"70282/04.4","70282/04",4,"Male",5,NA,"Akyem",FALSE,"70282/04",4,"None","70282/04",4,"Yes, card not seen",FALSE
"70282/04.6","70282/04",6,"Female",5,NA,"Kwahu",FALSE,"70282/04",6,"None","70282/04",6,"Yes, card not seen",FALSE
"70282/05.1","70282/05",1,"Male",39,"Never married","Kwahu",TRUE,"70282/05",1,"JSS/JHS","70282/05",1,"Yes, card not seen",FALSE
"70282/05.2","70282/05",2,"Male",25,"Never married","Ga",FALSE,"70282/05",2,"JSS/JHS","70282/05",2,NA,NA
"70282/06.1","70282/06",1,"Female",32,"Never married","Ewe",TRUE,"70282/06",1,"JSS/JHS","70282/06",1,"Yes, card seen",TRUE
"70282/06.2","70282/06",2,"Female",62,"Divorced","Ewe",TRUE,"70282/06",2,"Middle","70282/06",2,"Yes, card not seen",FALSE
"70282/06.3","70282/06",3,"Female",25,"Never married","Ewe",TRUE,"70282/06",3,"JSS/JHS","70282/06",3,"Yes, card seen",TRUE
"70282/07.1","70282/07",1,"Male",56,"Consensual Union","Ga",FALSE,"70282/07",1,"Middle","70282/07",1,NA,NA
"70282/07.2","70282/07",2,"Female",49,"Consensual Union","Ga",FALSE,"70282/07",2,"Middle","70282/07",2,NA,NA
"70282/07.3","70282/07",3,"Male",24,"Never married","Ga",FALSE,"70282/07",3,"Polytechnic","70282/07",3,NA,NA
"70282/07.4","70282/07",4,"Male",21,"Never married","Ga",FALSE,"70282/07",4,"SSS/SHS","70282/07",4,NA,NA
"70282/07.5","70282/07",5,"Male",15,"Never married","Ga",FALSE,"70282/07",5,"Primary","70282/07",5,NA,NA
"70282/07.6","70282/07",6,"Male",13,"Never married","Ga",FALSE,"70282/07",6,"Primary","70282/07",6,NA,NA
"70282/07.7","70282/07",7,"Male",6,NA,"Ga",FALSE,"70282/07",7,"Primary","70282/07",7,NA,NA
"70282/08.1","70282/08",1,"Male",54,"Separated","Ga",FALSE,"70282/08",1,"Middle","70282/08",1,NA,NA
"70282/09.1","70282/09",1,"Male",69,"Separated","Ga",FALSE,"70282/09",1,"Middle","70282/09",1,"Yes, card seen",TRUE
"70282/10.1","70282/10",1,"Female",37,"Separated","Ga",FALSE,"70282/10",1,"JSS/JHS","70282/10",1,NA,NA
"70282/10.2","70282/10",2,"Male",11,NA,"Ewe",FALSE,"70282/10",2,"Primary","70282/10",2,NA,NA
"70282/10.3","70282/10",3,"Male",9,NA,"Ewe",FALSE,"70282/10",3,"Primary","70282/10",3,NA,NA
"70282/10.4","70282/10",4,"Male",57,"Separated","Ga",FALSE,"70282/10",4,"Middle","70282/10",4,NA,NA
"70282/10.5","70282/10",5,"Female",13,"Never married","Ga",FALSE,"70282/10",5,"Primary","70282/10",5,NA,NA
"70282/11.1","70282/11",1,"Female",60,"Widowed","Ga",FALSE,"70282/11",1,NA,"70282/11",1,"Yes, card not seen",FALSE
"70282/11.2","70282/11",2,"Female",34,"Separated","Ga",FALSE,"70282/11",2,"SSS/SHS","70282/11",2,NA,NA
"70282/11.3","70282/11",3,"Male",25,"Never married","Ga",FALSE,"70282/11",3,"JSS/JHS","70282/11",3,"Yes, card not seen",FALSE
"70282/11.4","70282/11",4,"Male",6,NA,NA,TRUE,"70282/11",4,"Primary","70282/11",4,NA,NA
"70282/11.5","70282/11",5,"Male",4,NA,"Ga",FALSE,"70282/11",5,"Primary","70282/11",5,"Yes, card not seen",FALSE
"70282/11.6","70282/11",6,"Female",3,NA,NA,TRUE,"70282/11",6,"None","70282/11",6,NA,NA
"70282/13.1","70282/13",1,"Male",28,"Married","Kusasi",TRUE,"70282/13",1,"Primary","70282/13",1,NA,NA
"70282/13.2","70282/13",2,"Female",22,"Married","Kusasi",TRUE,"70282/13",2,"Primary","70282/13",2,"Yes, card not seen",FALSE
"70282/14.1","70282/14",1,"Female",46,"Consensual Union","Ga",FALSE,"70282/14",1,"Primary","70282/14",1,NA,NA
"70282/14.2","70282/14",2,"Male",52,"Consensual Union","Ga",FALSE,"70282/14",2,"Middle","70282/14",2,NA,NA
"70282/14.3","70282/14",3,"Male",22,"Never married","Ga",FALSE,"70282/14",3,"SSS/SHS","70282/14",3,NA,NA
"70282/14.4","70282/14",4,"Female",18,"Never married","Ga",FALSE,"70282/14",4,"SSS/SHS","70282/14",4,NA,NA
"70282/14.5","70282/14",5,"Female",17,"Never married","Ga",FALSE,"70282/14",5,"SSS/SHS","70282/14",5,NA,NA
"70282/14.6","70282/14",6,"Female",15,"Never married","Ga",FALSE,"70282/14",6,"JSS/JHS","70282/14",6,NA,NA
"70282/14.7","70282/14",7,"Male",9,NA,"Ga",FALSE,"70282/14",7,"Primary","70282/14",7,"Yes, card seen but expired",FALSE
"70283/04.1","70283/04",1,"Male",45,"Married","Ga",FALSE,"70283/04",1,"Secondary","70283/04",1,"Yes, card not seen",FALSE
"70283/04.2","70283/04",2,"Female",45,"Married","Ga",FALSE,"70283/04",2,"Middle","70283/04",2,"Yes, card not seen",FALSE
"70283/05.1","70283/05",1,"Male",42,"Consensual Union","Ewe",FALSE,"70283/05",1,"SSS/SHS","70283/05",1,"Yes, card not seen",FALSE
"70283/05.2","70283/05",2,"Female",30,"Consensual Union","Ga",FALSE,"70283/05",2,"JSS/JHS","70283/05",2,"Yes, card not seen",FALSE
"70283/05.3","70283/05",3,"Male",9,NA,"Ewe",FALSE,"70283/05",3,"Primary","70283/05",3,"Yes, card not seen",FALSE
"70283/05.4","70283/05",4,"Male",7,NA,"Ewe",FALSE,"70283/05",4,"Kindergarten","70283/05",4,"No",FALSE
"70283/05.5","70283/05",5,"Male",5,NA,"Ewe",FALSE,"70283/05",5,"Kindergarten","70283/05",5,"Yes, card not seen",FALSE
"70283/06.1","70283/06",1,"Male",42,"Consensual Union","Ewe",FALSE,"70283/06",1,"SSS/SHS","70283/06",1,"No",FALSE
"70283/06.2","70283/06",2,"Female",40,"Consensual Union","Akuapem",FALSE,"70283/06",2,"Secondary","70283/06",2,"Yes, card seen but expired",FALSE
