"REGION","AGE","SEX","ETHNICITY","EDLEVEL","EDGRADE","WORKED"
3,54,1,14,10,2,1
3,52,2,8,9,3,1
3,22,1,14,6,3,1
3,19,1,14,9,3,2
3,19,2,14,6,3,2
3,48,1,30,11,4,1
3,47,2,30,12,2,1
3,32,1,30,4,3,1
3,49,2,12,8,3,1
3,24,2,12,3,3,2
3,33,2,12,6,3,1
3,21,2,12,4,3,2
3,59,1,14,7,3,2
3,32,1,8,11,4,1
3,27,2,22,11,4,1
3,23,1,22,6,4,1
3,31,2,22,3,2,1
3,30,2,22,NA,NA,1
3,25,1,22,4,3,1
3,30,1,14,6,3,2
3,29,1,8,6,3,1
3,52,1,22,5,4,2
3,50,2,22,5,4,2
3,65,1,22,5,4,2
3,42,1,8,5,4,2
3,57,2,6,5,4,2
3,48,1,6,7,3,1
3,41,2,15,7,5,2
3,29,2,15,11,4,2
3,81,2,8,5,4,1
3,31,1,22,4,3,1
3,29,1,22,8,3,1
3,52,1,22,11,4,1
3,40,2,22,3,6,1
3,21,1,22,6,3,2
3,22,2,15,6,3,1
3,24,2,8,6,3,1
3,50,1,22,5,4,2
3,45,2,22,5,4,1
3,25,1,22,6,3,2
3,22,2,22,6,3,2
3,20,2,22,6,3,2
3,56,1,62,11,4,1
3,45,2,62,9,3,1
3,24,2,62,11,4,2
3,47,1,14,11,4,1
3,46,2,6,10,3,2
3,34,1,4,11,4,1
3,56,1,8,11,4,2
3,50,2,8,7,4,1
3,27,2,2,4,3,1
3,22,1,2,4,3,2
3,46,1,22,5,3,1
3,22,1,21,NA,NA,1
3,50,2,15,7,4,1
3,40,1,22,11,4,1
3,30,1,14,12,2,2
3,31,1,14,11,4,1
3,42,1,22,5,4,2
3,32,1,30,6,4,2
3,24,1,8,6,3,2
3,24,1,97,6,3,2
3,24,1,22,4,3,2
3,23,1,8,3,6,2
3,23,1,22,6,3,2
3,22,1,97,3,1,2
3,20,1,92,6,3,2
3,20,1,30,6,3,2
3,36,1,22,12,1,1
3,31,2,22,11,4,1
3,37,1,30,6,3,1
3,29,2,30,6,3,1
3,45,1,6,5,4,1
3,35,2,3,5,1,1
3,23,1,14,4,3,1
3,36,2,4,9,1,1
3,35,2,15,9,1,1
3,50,1,6,11,3,1
3,44,2,22,11,3,1
3,49,1,22,7,5,1
3,26,2,14,9,3,2
3,58,2,14,5,4,2
3,63,2,30,5,4,2
3,34,1,30,6,3,1
3,56,1,6,7,7,1
3,48,2,6,5,4,2
3,35,1,6,11,1,2
3,37,2,30,7,5,1
3,19,2,30,6,1,2
3,24,1,30,6,3,2
3,33,2,10,8,2,1
3,44,2,14,7,5,1
3,71,2,14,5,4,2
3,41,1,15,12,2,1
3,35,2,8,11,4,1
3,25,2,14,11,1,1
3,73,2,22,9,4,2
3,21,1,22,9,1,2
3,31,2,6,6,3,1
3,32,1,22,3,3,2
3,34,1,6,11,4,1
3,51,1,8,11,3,1
3,38,2,8,8,3,1
3,25,1,97,11,4,1
3,81,1,22,10,4,2
3,37,2,22,6,3,2
3,35,1,22,4,3,1
3,31,2,22,10,2,2
3,62,1,14,7,7,1
3,58,2,4,8,2,2
3,31,1,69,11,4,1
3,27,2,22,11,4,1
3,52,2,61,7,5,1
3,31,1,15,6,3,1
3,28,2,15,8,3,1
3,25,2,15,10,4,1
3,26,2,8,6,3,1
3,55,2,6,5,4,1
3,56,1,6,7,5,1
3,28,2,6,11,4,1
3,25,2,6,11,4,1
3,35,1,8,4,3,1
3,35,1,8,7,3,1
3,66,1,6,10,3,2
3,44,2,6,12,1,1
3,36,1,14,5,4,1
3,27,2,14,4,3,1
3,41,1,30,10,3,1
3,28,2,6,9,2,1
3,55,1,30,7,4,1
3,46,2,30,5,4,1
3,24,1,30,11,2,2
3,21,2,30,9,2,2
3,44,1,6,5,4,1
3,43,2,47,5,4,1
3,30,1,14,10,3,1
3,26,2,14,6,3,2
3,56,2,22,5,4,1
3,50,1,22,12,1,1
3,41,2,22,11,4,1
3,19,2,30,NA,NA,1
3,74,1,30,5,4,2
3,65,2,30,5,4,1
3,34,1,30,11,4,2
3,30,1,30,8,3,1
3,30,1,21,6,3,2
3,80,1,15,NA,NA,2
3,27,2,16,11,4,2
3,23,2,16,10,3,2
3,19,2,30,4,3,2
3,53,1,22,10,2,2
3,44,2,22,7,2,1
3,22,2,22,6,3,2
3,46,1,8,8,1,1
3,44,2,8,5,4,2
3,35,1,30,4,3,1
3,30,2,30,4,3,1
3,73,1,14,10,3,2
3,30,1,14,10,3,1
3,27,1,14,4,3,1
3,21,1,14,4,3,1
3,65,1,14,5,4,2
3,52,2,14,3,2,1
3,37,1,14,6,3,1
3,25,1,14,4,3,1
3,22,1,14,6,3,1
3,19,2,14,4,3,2
3,40,1,14,5,4,1
3,31,2,4,6,3,1
3,50,2,8,7,5,1
3,37,2,6,8,4,1
3,40,1,6,8,3,1
3,59,1,30,3,4,1
3,36,2,30,3,5,1
3,22,1,30,3,6,1
3,31,2,30,6,3,1
3,19,1,14,4,3,1
3,50,1,22,7,4,2
3,27,1,97,11,4,1
3,65,1,22,3,4,2
3,60,2,22,3,4,1
3,21,1,22,3,3,2
3,56,1,81,5,4,1
3,31,1,81,8,4,2
3,20,2,81,6,3,2
3,31,1,30,12,2,1
3,30,1,22,4,3,1
3,29,2,0,11,2,1
3,19,2,0,6,3,2
3,25,2,0,11,0,1
3,35,2,0,4,3,1
3,31,2,6,6,3,1
3,38,1,14,5,4,1
3,37,2,14,NA,NA,1
3,22,2,14,4,2,1
3,19,1,14,4,2,2
3,19,2,14,4,3,2
3,42,2,14,5,4,2
3,19,2,14,6,3,2
3,21,2,8,6,3,2
3,62,2,97,9,3,2
3,19,2,4,4,3,2
3,51,2,14,12,2,1
3,43,1,14,8,3,1
3,71,2,14,NA,NA,1
3,39,1,22,11,4,1
3,67,2,14,5,4,2
3,36,2,14,11,4,1
3,37,1,8,11,4,1
3,26,1,8,6,3,1
3,27,2,8,11,0,2
3,40,1,22,11,4,1
3,37,2,30,5,4,1
3,28,2,14,11,4,2
3,35,1,8,8,3,2
3,23,2,30,10,0,2
3,45,1,14,3,6,1
3,36,2,30,5,4,1
3,38,1,8,8,3,1
3,25,2,8,10,1,1
3,32,2,15,5,4,1
3,29,2,15,4,3,1
3,40,1,14,7,5,1
3,79,1,22,7,5,2
3,60,2,22,9,3,2
3,21,2,22,11,1,2
3,74,1,30,8,4,1
3,33,1,30,4,1,1
3,25,1,30,4,3,1
3,22,2,30,6,3,2
3,21,2,30,11,1,2
3,30,2,22,4,3,1
3,22,2,22,4,3,1
3,20,1,22,4,3,1
3,25,2,22,4,3,1
3,66,2,14,NA,NA,2
3,33,2,14,6,3,1
3,57,1,14,10,3,2
3,77,2,97,NA,NA,1
3,24,1,14,11,4,1
3,39,2,14,5,4,1
3,54,2,8,8,3,1
3,46,1,8,12,2,1
3,37,2,97,10,3,1
3,35,2,8,10,3,1
3,39,2,97,7,5,1
3,34,1,14,8,3,1
3,31,2,14,11,4,1
3,28,1,14,6,3,1
3,23,2,14,6,3,2
3,46,1,14,8,3,1
3,23,2,14,10,1,2
3,21,2,14,6,3,1
3,31,1,30,6,3,1
3,28,2,8,4,3,1
3,33,2,22,8,3,1
3,24,1,22,9,0,2
3,21,1,22,9,0,2
3,31,1,14,10,3,1
3,30,2,22,10,3,1
3,38,1,8,11,4,2
3,39,1,8,12,2,1
3,22,1,14,4,3,1
3,27,2,8,11,4,1
3,31,1,14,12,0,1
3,52,2,15,5,4,1
3,29,1,14,8,3,1
3,38,2,8,5,2,1
3,29,2,14,11,4,1
3,30,1,14,11,4,1
3,27,2,14,11,1,1
3,41,1,8,5,4,1
3,22,1,8,4,1,1
3,49,1,15,5,4,1
3,40,2,15,5,4,1
3,21,1,15,4,3,1
3,20,2,15,4,3,1
3,52,1,30,8,3,1
3,34,2,30,8,4,1
3,30,2,30,4,3,2
3,80,2,15,NA,NA,2
3,41,2,14,5,4,2
3,27,2,14,10,3,2
3,51,1,92,5,4,1
3,43,2,92,NA,NA,1
3,21,2,92,4,3,2
3,53,2,97,NA,NA,1
3,31,1,97,4,3,1
3,23,2,92,4,3,2
3,40,2,63,NA,NA,1
3,30,2,14,6,3,2
3,65,1,22,9,1,1
3,31,1,9,8,3,1
3,28,2,14,10,3,2
3,35,1,97,4,3,1
3,26,2,92,3,6,1
3,42,1,4,5,4,1
3,30,1,4,4,3,1
3,26,2,67,9,3,1
3,35,1,4,11,3,1
3,35,2,4,11,3,1
3,37,1,14,5,3,1
3,35,2,22,NA,NA,1
3,67,2,8,8,3,1
3,35,1,8,11,4,1
3,20,1,8,4,3,1
3,75,1,8,5,4,2
3,40,1,14,10,4,1
3,38,2,14,5,4,1
3,50,2,14,5,4,1
3,43,1,8,5,4,1
3,37,2,8,3,2,1
3,60,1,92,5,4,1
3,51,2,92,NA,NA,2
3,21,1,92,6,3,2
3,19,1,92,6,3,2
3,30,2,30,10,1,2
3,23,1,30,6,3,2
3,35,1,0,4,3,1
3,37,2,0,7,5,1
3,25,1,92,6,2,2
3,33,2,63,3,3,1
3,40,2,22,8,1,2
3,25,2,22,8,3,1
3,25,2,22,8,2,1
3,34,1,14,10,3,1
3,33,2,8,8,3,1
3,37,1,8,4,3,1
3,27,2,8,4,3,1
3,70,2,92,NA,NA,1
3,27,1,92,NA,NA,2
3,53,1,30,NA,NA,1
3,44,2,30,NA,NA,1
3,49,1,14,5,4,1
3,43,2,14,5,4,1
3,22,2,14,6,3,1
3,19,1,14,6,3,1
3,38,1,63,5,4,1
3,32,2,63,4,3,1
3,37,1,97,4,3,1
3,36,2,92,4,3,2
3,22,1,92,5,4,1
3,41,1,92,5,0,1
3,28,2,92,4,3,1
3,47,1,97,7,3,1
3,31,2,92,NA,NA,1
3,20,1,92,6,1,2
3,19,1,92,4,2,2
3,31,1,63,3,6,1
3,45,2,8,7,5,1
3,31,1,8,3,6,1
3,33,1,92,4,3,1
3,20,1,92,7,3,2
3,40,1,97,10,3,1
3,40,1,92,5,4,1
3,30,2,97,NA,NA,2
3,56,1,97,10,3,2
3,54,2,22,8,3,2
3,29,2,22,12,1,1
3,27,1,97,3,2,1
3,23,2,92,4,0,2
3,43,1,97,5,4,1
3,34,2,92,4,3,1
3,56,1,92,NA,NA,1
3,43,2,97,NA,NA,2
3,23,1,92,4,3,2
3,20,1,92,6,1,2
3,36,1,92,4,1,1
3,26,2,92,4,3,2
3,30,2,4,4,3,1
3,40,1,4,5,4,1
3,39,2,4,5,4,1
3,19,2,4,6,1,2
3,51,1,21,7,3,2
3,31,2,21,8,3,1
3,30,1,92,NA,NA,1
3,24,2,92,3,5,2
3,22,2,97,4,3,1
3,20,1,8,4,3,1
3,41,1,8,5,0,1
3,29,2,8,3,4,2
3,28,1,63,8,3,1
3,38,1,4,5,4,1
3,31,2,4,4,3,1
3,63,2,92,NA,NA,1
3,34,2,4,6,0,1
3,21,2,22,6,3,2
3,85,2,22,NA,NA,2
3,49,2,22,9,4,2
3,33,1,22,6,3,1
3,29,2,22,6,3,1
3,44,1,30,11,4,1
3,30,2,1,10,3,1
3,54,2,22,5,2,1
3,23,1,15,4,3,2
3,19,1,15,6,3,2
3,19,2,15,4,3,1
3,40,2,22,8,3,2
3,60,2,14,NA,NA,1
3,31,1,21,4,3,1
3,38,2,22,3,5,1
3,20,2,14,11,1,2
3,37,2,14,11,4,1
3,43,2,15,5,4,1
3,26,2,14,4,3,1
3,54,1,15,5,4,1
3,48,2,15,5,4,1
3,19,1,15,11,1,2
3,39,1,14,10,4,1
3,29,2,22,10,3,1
3,29,1,5,11,4,1
3,26,1,14,4,3,1
3,24,2,22,4,3,1
3,61,2,8,3,6,1
3,38,2,8,10,3,1
3,28,1,8,6,3,1
3,22,1,8,6,3,2
3,19,2,8,6,2,2
3,27,2,14,8,3,1
3,65,1,4,5,4,2
3,60,2,4,5,4,2
3,19,1,14,3,6,1
3,27,2,8,6,3,1
3,53,1,14,8,2,1
3,31,2,14,4,3,1
3,31,2,8,4,3,1
3,23,2,8,6,3,1
3,23,2,70,10,2,2
3,27,2,61,3,5,2
3,36,1,21,11,4,1
3,26,1,21,6,3,1
3,41,1,8,7,2,1
3,36,2,21,5,4,1
3,61,2,14,8,4,2
3,34,1,14,11,3,2
3,32,2,14,8,2,2
3,40,1,14,8,2,1
3,26,2,21,11,2,1
3,57,1,8,7,4,1
3,22,2,14,11,0,2
3,36,2,14,11,1,2
3,21,2,14,11,1,2
3,68,2,4,5,4,2
3,38,2,14,10,3,1
3,21,2,4,6,3,2
3,36,2,8,7,6,1
3,56,2,30,NA,NA,2
3,49,1,4,7,7,1
3,32,2,4,5,4,1
3,24,2,4,4,3,1
3,59,2,9,7,5,1
3,28,2,9,8,4,1
3,27,2,9,11,3,1
3,69,1,8,7,5,2
3,43,1,8,7,5,1
3,40,2,8,10,3,1
3,50,1,22,7,5,2
3,44,2,22,10,4,1
3,32,1,14,4,3,1
3,22,2,14,4,3,2
3,62,2,22,3,3,1
3,41,2,4,3,4,1
3,39,2,4,3,4,1
3,36,1,4,3,3,2
3,25,2,3,3,3,1
3,70,2,14,NA,NA,1
3,46,2,14,5,4,1
3,32,2,14,12,2,1
3,32,1,14,6,3,1
3,24,2,14,6,3,2
3,25,1,30,10,3,1
3,34,2,14,10,3,1
3,19,2,14,6,3,2
3,70,1,8,12,3,2
3,36,1,8,11,4,1
3,25,2,8,11,4,1
3,19,1,8,6,2,2
3,43,1,30,11,3,1
3,42,1,8,5,4,1
3,67,2,8,8,4,2
3,39,2,8,5,4,1
3,51,2,8,5,4,1
3,28,1,8,6,3,2
3,23,1,8,10,3,2
3,20,1,8,4,3,2
3,66,2,21,8,4,2
3,68,2,22,9,4,1
3,33,2,22,6,4,1
3,35,1,22,6,3,2
3,32,2,22,10,3,2
3,25,1,22,10,3,2
3,64,2,22,9,4,2
3,65,1,22,NA,NA,2
3,43,1,14,12,3,1
3,41,2,14,10,3,1
3,52,1,97,7,7,1
3,41,1,22,10,3,1
3,60,1,14,7,7,1
3,41,2,14,3,5,1
3,50,2,8,8,3,1
3,23,2,8,9,4,1
3,19,1,8,6,3,2
3,40,1,4,7,5,1
3,30,1,14,4,3,1
3,29,1,4,4,3,1
3,35,2,15,4,3,1
3,75,1,8,7,4,2
3,34,1,8,7,4,2
3,36,2,22,6,3,1
3,25,1,8,4,3,2
3,42,2,14,NA,NA,1
3,25,1,14,6,3,1
3,22,1,30,6,3,2
3,70,2,14,NA,NA,2
3,39,2,14,12,2,1
3,27,2,14,NA,NA,1
3,19,2,14,8,3,1
3,58,2,8,5,4,1
3,25,1,8,6,3,2
3,22,2,8,9,3,2
3,24,2,97,NA,NA,1
3,46,2,14,8,4,1
3,51,1,9,7,7,1
3,21,2,5,6,3,1
3,29,1,97,11,4,1
3,30,2,22,9,4,1
3,64,1,8,7,7,2
3,50,2,71,10,3,1
3,33,2,22,11,4,2
3,41,1,21,12,2,1
3,53,2,16,5,3,1
3,28,1,21,10,3,1
3,37,1,97,11,0,1
3,39,1,8,10,3,1
3,36,2,8,8,3,1
3,34,2,15,6,3,1
3,37,1,6,7,7,1
3,32,2,14,4,3,1
3,34,1,40,4,3,1
3,19,1,40,6,3,2
3,64,2,30,8,4,2
3,86,2,30,9,3,2
3,23,1,30,10,2,2
3,21,2,30,4,3,2
3,44,2,14,9,4,1
3,73,2,14,3,4,2
3,39,1,21,12,2,1
3,32,2,21,8,4,1
3,85,1,21,11,4,2
3,70,2,21,NA,NA,2
3,32,2,21,8,3,2
3,73,2,14,8,2,1
3,93,2,14,8,4,2
3,20,2,14,8,2,1
3,49,1,30,12,2,1
3,46,2,30,11,4,1
3,22,1,30,11,3,2
3,20,2,30,11,0,2
3,47,2,14,7,4,1
3,24,2,14,11,4,1
3,67,2,4,5,4,2
3,33,2,21,11,4,1
3,19,2,21,4,3,1
3,25,1,14,4,3,1
3,55,2,8,8,3,1
3,45,1,63,11,2,1
3,27,2,97,6,3,1
3,32,1,30,11,2,1
3,26,2,30,11,2,2
3,80,2,15,5,4,1
3,47,2,15,5,4,2
3,29,1,15,4,3,1
3,32,1,30,10,3,1
3,28,2,62,10,3,1
3,56,2,4,7,5,1
3,60,1,21,7,5,1
3,29,2,14,10,3,1
3,23,2,14,9,0,2
3,52,2,14,5,4,1
3,72,2,22,5,4,2
3,57,2,22,5,4,2
3,35,2,22,5,4,1
3,37,1,15,8,4,1
3,54,2,22,5,4,1
3,49,2,6,7,5,2
3,94,2,43,5,4,2
3,64,2,6,5,4,2
3,37,2,14,4,3,1
3,63,1,22,7,1,2
3,61,2,4,8,3,2
3,24,1,22,6,3,2
3,76,1,22,12,4,2
3,67,2,22,7,7,2
3,35,1,22,12,3,1
3,32,2,22,12,4,1
3,28,2,22,12,4,2
3,24,1,22,10,1,2
3,24,1,30,6,3,1
3,34,1,15,4,1,1
3,24,1,30,6,3,1
3,30,2,30,11,4,1
3,30,2,30,8,3,1
3,22,1,30,10,1,2
3,71,1,15,5,4,2
3,53,2,6,7,5,1
3,51,2,4,8,1,1
3,21,1,6,6,3,2
3,46,1,15,11,4,1
3,41,2,15,8,3,1
3,25,2,15,11,3,2
3,21,1,15,6,2,2
3,75,2,8,7,3,2
3,34,1,8,4,3,1
3,44,1,8,7,4,1
3,42,2,8,7,5,1
3,19,2,53,4,2,2
3,76,1,21,7,7,2
3,48,1,21,7,5,1
3,32,1,14,11,4,1
3,30,2,14,10,2,1
3,68,2,15,NA,NA,1
3,60,1,22,12,1,2
3,45,2,22,10,2,1
3,53,1,4,11,4,1
3,48,2,4,7,5,1
3,23,1,4,11,4,2
3,26,2,4,11,4,1
3,56,2,14,10,2,2
3,30,2,14,10,3,1
3,26,2,14,11,4,1
3,49,1,14,5,4,1
3,55,2,22,9,3,1
3,61,1,4,5,4,1
3,57,2,4,5,3,1
3,21,2,4,3,3,2
3,46,2,8,7,4,1
3,33,1,22,6,3,1
3,35,2,22,6,3,1
3,81,1,14,11,4,2
3,60,2,14,9,4,1
3,41,1,14,10,4,1
3,30,2,14,4,3,2
3,52,2,14,8,2,2
3,44,2,14,11,3,1
3,21,1,14,6,3,2
3,71,1,22,10,3,1
3,66,2,97,11,4,2
3,24,2,22,11,4,2
3,61,2,71,5,4,2
3,35,1,14,8,3,2
3,40,1,14,5,4,2
3,61,2,4,7,5,2
3,28,2,4,4,3,1
3,43,1,8,7,5,1
3,32,1,8,7,5,1
3,45,2,8,7,5,1
3,31,2,14,9,4,1
3,36,1,14,8,4,1
3,22,2,14,4,3,1
3,55,2,14,8,4,1
3,40,1,8,11,4,1
3,36,2,8,10,1,1
3,33,1,15,11,4,1
3,32,2,14,11,4,2
3,23,2,68,3,3,1
3,54,2,22,3,6,2
3,22,1,8,10,3,2
3,45,2,16,7,5,1
3,41,1,8,11,4,1
3,34,2,22,12,2,1
3,60,2,22,7,5,2
3,20,2,22,11,0,2
3,36,1,14,11,4,1
3,35,2,30,6,3,1
3,45,2,14,8,2,1
3,76,2,17,NA,NA,2
3,54,1,8,7,7,1
3,47,2,8,11,3,2
3,29,2,8,10,3,2
3,25,2,8,11,4,2
3,32,1,8,4,3,1
3,20,2,8,4,3,2
3,38,1,22,12,2,1
3,35,2,22,10,3,1
3,50,1,6,8,2,1
3,66,2,30,5,1,2
3,89,1,30,8,3,1
3,33,1,30,10,3,1
3,30,2,30,10,3,1
3,25,2,30,10,3,1
3,46,1,30,10,3,2
3,24,2,30,4,3,1
3,31,1,30,8,3,1
3,30,1,30,4,3,1
3,60,1,22,3,6,2
3,42,1,22,3,6,1
3,38,1,22,3,6,1
3,53,1,97,11,3,1
3,54,1,14,7,7,2
3,45,2,6,5,4,1
3,24,2,14,6,3,1
3,83,1,5,9,4,2
3,51,1,5,9,4,1
3,49,2,5,9,4,1
3,47,1,5,9,4,1
3,25,2,8,3,2,2
3,28,2,8,3,3,1
3,35,1,8,5,4,1
3,53,2,14,10,3,1
3,37,2,14,10,3,1
3,20,2,14,6,3,2
3,37,1,8,12,2,1
3,33,2,8,10,3,1
3,27,1,8,10,3,1
3,53,1,30,11,2,1
3,46,2,4,9,4,1
3,78,1,15,9,4,2
3,70,2,15,5,1,1
3,26,1,15,10,3,2
3,24,1,15,4,3,1
3,20,1,15,8,3,1
3,28,2,8,8,3,1
3,50,1,8,8,2,1
3,30,1,8,7,3,2
3,44,1,15,12,2,1
3,24,2,63,NA,NA,1
3,33,1,43,4,3,1
3,45,1,8,11,1,1
3,38,2,8,10,4,1
3,50,2,14,11,2,1
3,49,1,14,7,3,1
3,42,2,14,7,3,1
3,47,2,30,5,4,1
3,50,1,30,7,3,1
3,22,1,30,11,1,2
3,32,1,30,12,2,1
3,20,2,30,11,1,2
3,33,1,30,8,4,2
3,77,2,30,5,4,2
3,20,2,30,4,2,1
3,24,2,14,4,3,1
3,25,2,56,NA,NA,1
3,22,2,14,6,3,2
3,51,1,14,7,7,1
3,35,2,97,7,7,1
3,25,2,4,9,3,1
3,34,1,97,11,4,1
3,26,1,22,10,2,1
3,31,2,22,10,2,1
3,41,1,8,8,4,1
3,39,2,4,10,4,1
3,58,2,4,5,4,2
3,71,2,4,7,3,2
3,56,2,15,8,2,2
3,56,2,15,8,2,1
3,56,2,15,8,2,1
3,79,2,13,11,4,1
3,72,2,8,12,2,2
3,63,2,8,7,5,2
3,32,1,97,11,4,1
3,25,2,8,4,3,1
3,42,1,8,3,4,2
3,41,2,63,12,2,2
3,37,1,8,4,3,1
3,38,2,15,3,3,2
3,37,2,30,6,1,1
3,49,1,62,12,5,1
3,23,1,62,10,2,2
3,32,2,15,11,1,2
3,62,2,97,NA,NA,1
3,65,1,21,7,7,1
3,45,2,16,8,4,1
3,25,1,97,11,2,2
3,19,2,16,11,0,2
3,34,1,16,NA,NA,1
3,90,1,22,5,4,2
3,87,2,22,NA,NA,1
3,58,1,22,11,4,2
3,19,2,22,6,4,2
3,19,1,22,6,3,2
3,33,1,14,5,4,1
3,49,2,4,5,4,2
3,35,1,0,12,0,1
3,46,2,22,5,4,1
3,43,2,22,8,2,2
3,40,2,22,5,4,1
3,38,2,22,8,4,1
3,36,1,22,6,3,1
3,28,1,22,4,3,2
3,25,2,22,6,3,1
3,24,1,14,4,3,1
3,45,1,17,5,4,1
3,35,2,30,4,3,2
3,28,2,8,11,2,1
3,33,2,30,8,3,1
3,44,1,14,10,2,1
3,42,2,22,10,3,1
3,65,2,14,3,6,2
3,45,1,22,11,4,1
3,36,2,0,11,4,1
3,24,2,8,3,6,2
3,47,1,8,3,6,1
3,26,2,8,4,3,2
3,55,1,30,12,2,1
3,48,2,41,12,2,1
3,21,2,30,11,1,2
3,77,2,22,9,4,2
3,20,2,6,4,1,2
3,65,1,22,3,4,2
3,42,2,97,3,3,2
3,78,1,40,9,3,2
3,71,2,30,5,4,2
3,39,1,40,6,3,2
3,46,1,40,7,5,1
3,27,2,6,6,3,1
3,31,1,22,4,3,1
3,27,1,0,3,2,2
3,21,1,8,4,3,1
3,72,1,14,5,4,2
3,77,1,14,3,4,2
3,29,1,14,10,4,2
3,53,1,22,5,4,1
3,41,2,22,5,2,1
3,21,1,22,10,3,2
3,19,2,22,6,3,2
3,26,2,14,6,3,1
3,22,2,14,6,3,2
3,20,1,14,6,4,1
3,35,1,6,4,3,1
3,29,2,22,8,4,2
3,48,2,6,5,4,1
3,30,1,6,8,4,1
3,26,1,6,4,3,2
3,41,1,22,7,4,1
3,21,1,15,4,3,1
3,30,1,15,4,3,1
3,26,1,6,4,3,1
3,19,1,15,4,0,1
3,38,2,8,8,2,1
3,20,2,8,6,3,2
3,33,1,22,8,3,1
3,24,2,22,8,4,1
3,35,1,30,12,1,1
3,25,2,30,11,1,1
3,50,1,4,5,4,1
3,48,2,8,5,4,1
3,67,2,30,5,4,2
3,31,2,30,10,4,1
3,38,2,22,3,3,1
3,30,1,30,8,3,1
3,27,2,30,4,3,1
3,62,2,30,5,2,1
3,74,1,30,5,2,1
3,38,1,30,11,4,1
3,31,2,30,10,3,2
3,72,2,21,5,4,2
3,20,2,4,4,3,1
3,36,1,8,5,4,1
3,33,1,16,11,3,1
3,25,2,14,9,3,1
3,50,2,14,5,4,1
3,52,1,14,5,4,1
3,22,1,14,10,1,2
3,70,2,22,NA,NA,2
3,22,1,22,7,3,2
3,28,1,14,8,1,1
3,23,1,14,4,3,2
3,75,1,30,5,4,2
3,51,1,14,8,3,1
3,20,1,14,6,4,2
3,34,1,30,5,4,1
3,28,1,30,6,3,1
3,32,1,8,6,3,1
3,24,2,8,4,3,1
3,39,1,14,5,4,1
3,26,2,8,4,3,2
3,26,1,8,4,3,1
3,24,2,8,4,3,1
3,32,1,14,4,3,1
3,27,2,4,4,3,1
3,32,2,22,5,4,1
3,22,2,22,3,6,2
3,20,2,22,4,3,1
3,37,1,30,5,4,1
3,23,1,6,6,3,1
3,20,2,6,4,3,2
3,24,2,6,4,3,2
3,62,1,22,5,1,2
3,45,2,22,3,1,1
3,30,1,15,6,3,1
3,27,2,6,4,3,1
3,32,1,14,7,6,1
3,34,2,14,5,3,2
3,34,1,21,5,4,1
3,24,2,21,4,3,1
3,34,1,10,4,3,2
3,26,2,10,4,1,1
3,35,2,10,4,3,1
3,42,2,14,7,4,1
3,68,2,14,3,6,2
3,41,2,4,7,5,1
3,25,2,30,3,5,1
3,28,2,22,4,3,1
3,27,2,22,4,3,1
3,36,1,30,8,4,1
3,39,2,30,8,4,2
3,86,1,22,7,5,2
3,79,2,22,9,4,2
3,26,1,21,6,3,1
3,19,2,21,4,3,2
3,19,2,64,4,3,2
3,57,2,22,7,5,1
3,26,2,22,6,3,1
3,26,2,22,8,3,2
3,38,1,14,5,4,1
3,38,2,14,6,3,1
3,20,2,14,6,3,2
3,47,1,22,5,4,1
3,51,2,22,NA,NA,1
3,52,2,22,5,4,2
3,85,2,22,NA,NA,2
3,43,2,22,NA,NA,1
3,39,2,22,3,3,1
3,32,1,22,5,4,1
3,30,2,22,5,4,1
3,53,2,22,3,2,2
3,35,2,22,3,2,1
3,59,1,12,7,7,1
3,52,2,22,5,4,1
3,29,2,22,6,3,1
3,27,2,22,6,3,1
3,27,2,22,4,3,1
3,21,2,22,8,4,1
3,19,2,22,4,3,2
3,64,1,22,5,4,1
3,41,2,6,5,4,1
3,50,1,6,5,4,1
3,19,2,1,6,3,2
3,42,2,1,5,4,1
3,53,1,22,5,4,1
3,26,1,21,4,3,1
3,19,2,14,4,3,1
3,25,2,10,4,3,1
3,37,2,22,5,4,1
3,19,2,22,6,3,1
3,35,2,22,3,5,1
3,19,1,22,3,4,2
3,47,1,1,7,1,2
3,33,2,30,4,3,1
3,28,1,12,4,3,1
3,28,2,4,6,1,1
3,40,2,30,3,6,2
3,42,1,30,7,5,2
3,37,1,30,10,3,1
3,25,2,30,4,3,1
3,43,2,30,5,4,1
3,27,2,30,4,3,1
3,70,2,30,NA,NA,2
3,38,2,30,5,4,1
3,28,2,30,4,3,2
3,28,1,30,6,3,1
3,72,2,30,NA,NA,2
3,21,1,30,6,2,1
3,26,1,30,4,3,2
3,24,1,30,6,2,2
3,44,2,30,5,4,1
3,27,2,30,4,2,1
3,26,2,30,4,3,1
3,67,1,30,NA,NA,2
3,31,1,30,6,3,2
3,24,1,30,3,5,2
3,25,1,30,6,3,2
3,27,1,30,6,3,2
3,20,1,30,6,3,2
3,30,1,30,6,3,2
3,49,1,4,5,4,1
3,49,2,4,5,4,1
3,42,1,4,7,5,1
3,38,1,30,8,3,1
3,32,2,30,6,3,2
3,32,2,22,4,3,1
3,88,1,30,5,4,2
3,43,2,30,7,3,1
3,36,1,8,10,3,1
3,29,2,22,10,3,1
3,39,1,30,9,3,1
3,37,2,30,6,3,1
3,23,2,30,6,3,2
3,60,1,30,5,4,1
3,56,2,30,5,4,1
