"REGION","AGE","SEX","ETHNICITY","EDLEVEL","EDGRADE","WORKED"
3,66,2,15,3,6,1
3,25,1,15,4,3,1
3,19,1,15,8,2,2
3,34,1,4,10,4,1
3,35,2,4,4,3,1
3,47,1,30,5,4,1
3,45,2,22,7,5,1
3,21,1,30,4,3,1
3,48,1,14,5,4,1
3,43,2,14,5,4,1
3,44,1,62,5,4,1
3,23,1,52,4,3,1
3,64,1,30,5,4,1
3,54,2,30,5,4,1
3,30,2,30,NA,NA,1
3,21,2,30,6,3,2
3,86,2,22,5,4,2
3,40,2,22,NA,NA,2
3,50,1,30,5,4,2
3,21,2,30,4,3,2
3,42,1,4,5,4,1
3,38,2,4,5,4,1
3,25,1,81,4,3,1
3,19,2,81,4,3,1
3,32,1,8,5,4,1
3,28,2,8,4,3,1
3,63,1,21,5,4,2
3,35,2,30,6,3,1
3,44,1,30,5,4,1
3,47,1,30,5,4,1
3,49,2,30,7,4,1
3,21,1,30,4,3,1
3,29,1,30,6,3,1
3,84,1,30,NA,NA,2
3,58,2,30,NA,NA,1
3,24,2,30,10,4,2
3,60,1,30,5,4,2
3,57,2,30,8,3,2
3,43,2,56,3,4,1
3,35,1,30,6,3,1
3,33,2,30,6,3,1
3,27,1,30,9,3,1
3,23,1,69,10,3,2
3,23,1,30,4,3,1
3,29,1,14,5,4,1
3,24,2,97,6,3,1
3,47,1,45,5,4,1
3,38,2,45,3,3,1
3,22,1,45,6,3,1
3,44,1,30,5,4,2
3,39,2,30,5,4,1
3,20,1,30,6,3,1
3,44,1,30,5,4,1
3,42,2,30,7,3,1
3,28,1,70,7,5,1
3,28,2,70,7,3,1
3,44,1,0,7,4,1
3,50,2,6,5,4,1
3,30,1,6,6,3,1
3,23,2,6,4,3,1
3,47,2,30,7,3,1
3,27,2,30,8,3,2
3,29,2,8,4,3,1
3,47,2,30,5,4,1
3,46,2,30,5,2,1
3,23,2,97,10,2,1
3,26,2,92,10,4,2
3,23,1,30,9,1,1
3,75,2,30,NA,NA,2
3,24,1,14,6,3,1
3,37,1,8,12,2,1
3,36,2,8,7,5,2
3,59,2,61,NA,NA,1
3,26,1,61,4,3,1
3,22,1,61,4,3,1
3,64,2,22,7,3,1
3,75,2,22,10,4,1
3,35,1,66,8,3,1
3,30,2,97,6,3,1
3,42,2,15,5,4,1
3,22,1,15,6,2,1
3,19,2,15,9,1,2
3,25,1,15,4,3,1
3,23,1,30,6,3,2
3,24,1,97,6,3,1
3,33,1,0,10,1,2
3,36,2,0,10,1,2
3,53,1,4,5,4,1
3,47,2,6,7,3,1
3,25,1,73,11,4,1
3,24,1,73,11,4,1
3,25,1,6,4,3,1
3,26,2,97,4,3,1
3,19,2,92,6,3,2
3,50,2,30,NA,NA,1
3,67,1,30,5,4,1
3,50,2,97,5,4,1
3,34,2,30,NA,NA,1
3,21,2,30,4,1,1
3,63,1,15,5,4,2
3,56,2,97,5,4,1
3,25,2,15,10,0,2
3,21,1,15,6,2,2
3,25,1,44,10,3,2
3,23,2,30,4,3,1
3,56,2,30,9,3,1
3,25,2,30,11,0,2
3,22,2,30,9,3,1
3,23,1,30,4,3,1
3,36,1,30,12,2,1
3,39,1,21,6,3,1
3,28,2,21,4,3,1
3,89,1,14,7,3,2
3,28,2,14,10,3,1
3,29,1,14,10,3,1
3,57,1,30,9,4,1
3,52,2,30,9,4,1
3,24,2,30,10,0,2
3,24,1,30,6,3,2
3,27,2,30,6,3,1
3,58,2,6,3,6,2
3,22,2,6,3,2,2
3,25,1,30,4,3,1
3,37,2,30,3,6,1
3,20,1,30,4,3,2
3,37,1,56,5,4,1
3,24,2,56,NA,NA,2
3,31,2,42,4,3,1
3,27,2,65,3,5,1
3,27,2,65,3,5,1
3,30,2,8,6,3,1
3,58,1,22,NA,NA,1
3,53,2,97,NA,NA,1
3,59,1,40,7,7,1
3,55,2,40,7,5,1
3,24,2,40,6,3,1
3,57,2,30,5,4,1
3,23,2,30,8,2,1
3,50,1,30,5,4,1
3,46,2,30,5,4,1
3,26,1,30,4,3,1
3,21,1,30,4,1,1
3,26,2,30,9,3,1
3,24,1,30,4,3,2
3,24,1,30,4,3,2
3,21,2,30,8,4,2
3,58,1,8,5,4,1
3,55,2,8,NA,NA,1
3,25,2,8,10,3,1
3,20,2,8,9,0,2
3,30,1,14,4,2,1
3,41,1,4,10,3,1
3,33,2,30,9,4,1
3,53,2,30,NA,NA,2
3,26,1,30,6,2,2
3,33,1,30,4,3,2
3,29,1,30,4,3,2
3,38,1,30,12,1,1
3,37,1,30,11,4,1
3,30,1,8,NA,NA,1
3,36,1,65,10,3,1
3,27,2,65,11,2,1
3,58,1,8,5,4,1
3,25,2,30,6,3,2
3,59,1,8,9,4,1
3,50,1,8,5,4,1
3,24,2,8,10,3,2
3,25,2,8,10,3,1
3,30,2,8,6,3,1
3,37,1,30,11,4,1
3,36,1,65,10,3,1
3,27,2,65,11,2,1
3,25,2,30,6,3,2
3,25,2,8,10,3,1
3,30,2,8,6,3,1
3,67,1,30,5,4,1
3,25,1,4,4,1,1
3,23,1,4,8,3,1
3,26,1,56,3,3,1
3,21,1,30,6,3,2
3,48,1,45,7,5,1
3,38,2,68,3,6,1
3,26,1,63,4,3,1
3,23,1,97,4,2,1
3,31,1,30,6,3,1
3,27,2,47,4,2,1
3,34,2,21,8,1,1
3,20,2,14,6,3,2
3,41,1,68,5,1,1
3,37,2,44,3,4,1
3,37,1,14,10,3,1
3,35,2,14,9,2,2
3,35,1,64,4,1,1
3,28,2,64,NA,NA,1
3,69,2,22,5,4,1
3,69,2,22,NA,NA,2
3,68,1,63,NA,NA,1
3,58,2,30,NA,NA,2
3,22,1,30,4,2,1
3,19,2,30,4,2,1
3,21,1,30,NA,NA,2
3,28,2,97,12,0,2
3,24,2,97,11,0,2
3,20,2,97,11,0,2
3,32,1,8,10,4,1
3,20,2,14,9,3,1
3,35,2,14,4,3,1
3,58,2,6,3,4,1
3,22,2,6,3,1,1
3,38,1,14,5,4,1
3,37,2,30,5,4,1
3,32,2,97,4,3,1
3,81,1,21,8,1,2
3,30,2,11,10,1,2
3,25,2,21,4,3,2
3,52,1,14,7,3,1
3,52,2,8,7,5,1
3,25,1,14,10,1,2
3,19,1,14,6,3,2
3,45,1,14,7,4,2
3,32,2,97,6,3,1
3,33,1,73,6,3,1
3,31,2,30,4,3,1
3,40,2,71,7,5,2
3,30,1,62,9,3,1
3,37,2,14,10,4,1
3,38,1,69,5,4,1
3,25,2,56,3,5,2
3,37,1,8,5,4,1
3,37,2,4,NA,NA,1
3,26,1,6,6,3,1
3,47,1,30,8,3,1
3,27,1,63,6,3,1
3,85,2,22,5,4,2
3,25,1,22,11,2,1
3,52,1,22,8,4,1
3,48,2,22,8,4,1
3,39,2,6,NA,NA,1
3,46,1,40,7,4,1
3,41,2,40,7,2,1
3,20,1,40,8,1,2
3,22,2,40,4,1,2
3,36,1,22,6,4,1
3,26,2,22,4,3,1
3,70,2,22,5,4,1
3,35,1,81,6,3,1
3,30,1,92,6,3,2
3,22,1,30,4,3,1
3,21,1,30,3,4,1
3,22,1,30,3,3,1
3,22,1,30,3,3,1
3,49,1,92,5,3,1
3,31,2,97,5,3,1
3,74,1,82,3,4,2
3,66,2,82,3,4,2
3,22,1,82,3,6,1
3,22,1,73,11,3,2
3,31,1,69,4,3,1
3,31,2,97,6,3,1
3,56,1,30,5,4,1
3,51,2,8,5,4,1
3,24,1,30,11,4,2
3,28,1,30,4,3,1
3,21,1,30,7,3,1
3,45,2,12,7,3,1
3,55,2,12,7,3,1
3,26,2,12,10,4,1
3,20,2,12,7,3,2
3,21,1,12,6,3,1
3,22,1,97,10,2,1
3,36,1,22,11,4,2
3,46,1,63,7,4,1
3,44,2,30,7,3,1
3,19,1,63,6,4,2
3,21,1,63,11,2,2
3,23,1,30,11,4,2
3,26,1,30,4,3,1
3,30,1,97,11,1,2
3,29,1,30,11,4,1
3,27,1,56,4,3,1
3,25,2,56,NA,NA,1
3,28,1,4,4,2,1
3,24,2,97,4,2,1
3,67,1,30,3,2,1
3,63,2,30,5,4,2
3,28,2,30,4,3,1
3,69,2,67,NA,NA,1
3,24,2,97,4,2,2
3,23,2,67,NA,NA,2
3,59,2,22,7,5,1
3,53,1,53,5,3,2
3,45,2,53,NA,NA,1
3,28,2,53,3,6,1
3,22,1,53,10,3,1
3,22,1,53,4,3,1
3,19,2,53,6,2,1
3,53,2,30,3,4,1
3,40,2,30,5,4,1
3,24,1,30,6,3,1
3,23,1,30,4,3,2
3,20,1,30,6,3,2
3,46,2,81,5,4,1
3,22,2,81,4,3,1
3,72,1,97,NA,NA,2
3,71,2,91,NA,NA,2
3,27,2,97,4,3,1
3,20,2,91,4,3,2
3,62,1,14,3,5,1
3,58,2,14,3,2,1
3,26,1,97,4,3,1
3,25,1,14,4,3,1
3,20,1,14,4,2,2
3,42,1,81,5,4,1
3,19,2,81,4,3,1
3,42,2,30,5,4,1
3,27,2,30,10,4,2
3,26,2,30,10,0,2
3,34,1,30,4,3,1
3,32,1,30,4,3,1
3,33,1,30,8,3,1
3,28,2,30,4,3,1
3,26,2,30,4,3,1
3,23,2,30,4,3,1
3,27,1,82,6,3,1
3,23,2,30,4,3,1
3,68,1,30,5,4,1
3,52,2,30,5,4,1
3,30,1,30,6,3,1
3,25,2,30,4,3,1
3,23,2,30,4,3,2
3,63,2,30,5,4,2
3,35,2,30,4,3,1
3,24,2,30,4,3,1
3,25,1,30,8,3,1
3,35,1,30,10,3,1
3,32,2,21,9,3,1
3,35,2,30,4,3,1
3,58,2,97,5,4,1
3,29,1,30,6,3,2
3,25,2,30,4,3,2
3,63,2,30,NA,NA,1
3,35,2,30,6,3,1
3,44,2,30,3,6,1
3,45,1,30,10,4,1
3,44,2,30,3,5,1
3,19,1,30,6,3,1
3,19,1,30,6,3,2
3,22,1,30,6,3,1
3,27,1,21,6,3,2
3,31,1,30,4,2,2
3,36,1,30,4,3,1
3,32,2,21,4,3,1
3,32,1,30,10,3,1
3,27,2,4,10,3,2
3,73,1,30,7,2,2
3,26,1,30,4,3,1
3,24,1,30,4,3,2
3,22,2,30,4,3,1
3,20,2,30,4,3,1
3,25,1,30,4,3,1
3,50,2,30,5,4,1
3,21,2,30,6,1,2
3,49,1,30,7,3,1
3,49,2,30,3,6,1
3,27,1,30,6,3,1
3,21,2,30,6,3,2
3,43,2,67,5,4,1
3,21,2,67,10,2,2
3,40,2,30,5,4,1
3,23,2,30,9,1,2
3,20,2,4,4,1,2
3,54,2,30,5,4,2
3,20,2,53,6,0,2
3,42,1,30,7,4,1
3,37,2,30,3,3,1
3,31,2,30,3,6,1
3,78,2,4,NA,NA,2
3,36,1,30,10,2,1
3,35,2,6,4,3,1
3,22,2,30,6,2,2
3,44,1,21,8,4,1
3,37,2,21,4,3,1
3,22,1,30,6,3,1
3,21,1,67,NA,NA,1
3,30,1,97,10,0,2
3,62,1,65,NA,NA,2
3,45,2,65,5,1,1
3,52,2,12,5,4,1
3,24,2,12,6,3,2
3,47,1,22,5,3,1
3,45,2,22,5,4,1
3,52,1,6,5,2,1
3,20,1,6,3,5,2
3,50,1,8,5,4,1
3,46,1,8,5,4,2
3,32,1,8,5,4,2
3,38,1,8,5,2,2
3,30,2,18,NA,NA,1
3,35,1,17,NA,NA,1
3,31,1,30,3,1,2
3,28,1,30,10,3,2
3,28,1,30,11,4,2
3,49,1,30,8,3,1
3,27,1,30,4,3,1
3,28,2,70,4,3,1
3,42,1,6,5,4,1
3,38,2,6,5,4,1
3,55,1,0,5,4,1
3,54,2,0,8,3,1
3,28,1,62,6,3,1
3,28,2,30,6,3,1
3,59,2,62,5,4,2
3,34,1,62,8,2,2
3,32,2,62,9,3,1
3,30,2,62,11,4,2
3,28,2,62,10,3,1
3,23,2,62,10,2,1
3,24,1,30,6,3,1
3,48,2,15,5,1,1
3,43,1,14,7,5,2
3,26,2,14,4,3,1
3,24,2,14,6,3,1
3,21,1,14,6,3,2
3,36,1,4,5,4,1
3,35,2,4,5,4,1
3,65,2,4,NA,NA,2
3,27,1,21,4,3,1
3,23,2,22,4,3,1
3,22,2,9,3,6,1
3,46,1,8,7,4,1
3,42,2,8,8,3,1
3,43,2,14,8,4,1
3,24,2,14,11,2,2
3,20,1,14,6,2,2
3,35,1,14,NA,NA,1
3,42,2,22,5,4,1
3,21,2,22,8,3,2
3,62,2,8,5,4,1
3,20,2,8,6,3,2
3,34,1,22,4,3,1
3,27,2,15,4,3,1
3,28,2,30,6,2,1
3,64,2,30,9,4,2
3,20,1,30,4,1,2
3,30,2,30,4,1,2
3,26,1,30,6,1,1
3,33,2,30,4,2,1
3,49,1,6,10,0,2
3,26,2,97,8,0,2
3,29,2,14,9,0,1
3,64,2,14,5,3,2
3,35,2,22,4,3,1
3,41,1,30,5,0,1
3,74,2,22,5,4,1
3,19,1,67,4,3,2
3,24,2,9,4,3,1
3,50,2,9,5,4,1
3,45,1,22,NA,NA,2
3,37,2,22,NA,NA,2
3,35,2,6,3,5,1
3,73,1,22,11,4,2
3,28,1,69,6,3,1
3,53,1,30,5,4,1
3,40,1,8,11,4,2
3,32,2,8,10,3,2
3,21,1,8,10,2,2
3,42,2,14,7,4,2
3,40,1,14,10,2,2
3,31,2,6,10,3,1
3,24,1,6,10,2,2
3,40,1,10,11,4,2
3,21,1,14,10,2,2
3,34,1,6,10,3,1
3,24,1,8,10,2,2
3,21,1,22,10,1,2
3,64,2,8,8,3,2
3,40,1,14,11,3,2
3,37,2,14,11,3,2
3,32,2,14,11,3,2
3,27,2,14,11,3,2
3,22,2,14,10,2,2
3,20,2,14,6,3,2
3,30,1,22,6,0,2
3,60,1,22,7,4,1
3,21,1,8,4,3,1
3,27,1,64,4,0,1
3,43,2,97,7,2,1
3,61,2,22,8,3,2
3,23,2,14,4,3,2
3,23,1,22,9,4,2
3,37,1,22,4,3,2
3,24,1,6,10,0,2
3,46,2,22,NA,NA,2
3,37,1,67,4,0,1
3,30,2,63,3,6,1
3,26,1,14,6,3,1
3,24,1,14,4,3,1
3,54,1,22,5,4,1
3,37,2,97,5,4,1
3,36,1,47,6,3,1
3,34,2,97,4,3,1
3,22,2,47,6,3,2
3,51,1,15,8,3,1
3,41,2,22,8,3,1
3,44,1,14,7,3,1
3,24,1,21,4,0,1
3,51,1,4,11,3,2
3,46,2,8,5,4,1
3,19,2,8,6,3,2
3,42,1,8,3,3,1
3,31,2,30,3,3,1
3,53,1,30,5,4,1
3,67,1,14,9,4,2
3,19,1,17,10,2,2
3,60,1,15,8,3,1
3,38,2,12,5,4,1
3,23,1,14,6,3,1
3,19,1,14,4,3,2
3,29,2,14,4,3,1
3,77,1,14,7,5,2
3,24,2,8,4,3,2
3,34,1,8,6,3,1
3,33,2,30,6,3,1
3,49,1,8,10,2,1
3,30,1,14,6,3,1
3,19,2,14,6,2,2
3,26,1,97,11,4,2
3,20,2,3,4,3,1
3,36,1,21,10,3,1
3,51,2,30,8,3,1
3,50,1,30,5,4,1
3,31,1,30,6,3,1
3,24,2,30,9,3,1
3,34,2,30,4,3,2
3,66,1,14,NA,NA,2
3,38,1,30,11,2,1
3,31,2,22,8,3,1
3,63,2,22,7,5,2
3,24,2,22,8,3,1
3,22,1,30,4,3,1
3,51,2,22,5,3,1
3,29,1,14,11,1,1
3,23,1,10,4,3,1
3,21,2,10,6,3,1
3,23,2,14,4,3,1
3,21,1,4,6,3,2
3,19,1,6,4,3,1
3,22,1,16,6,3,1
3,28,1,4,6,3,2
3,24,1,4,10,2,2
3,21,1,8,6,3,1
3,64,2,8,3,4,2
3,48,2,22,8,3,1
3,53,1,22,8,4,1
3,23,1,22,6,3,2
3,21,2,22,10,3,2
3,51,1,10,7,5,2
3,28,1,10,9,3,1
3,37,2,14,4,1,1
3,81,1,22,5,1,1
3,31,2,6,4,3,1
3,28,2,6,9,2,1
3,36,1,21,8,3,1
3,37,2,4,7,5,1
3,86,2,97,NA,NA,2
3,83,2,22,5,4,2
3,22,1,22,4,3,2
3,20,1,22,4,2,2
3,43,2,22,8,3,1
3,20,2,97,6,3,2
3,42,2,8,5,4,1
3,52,1,16,5,4,2
3,54,2,15,3,5,1
3,41,1,22,5,4,1
3,39,2,22,5,2,1
3,78,1,22,7,2,2
3,32,1,8,9,3,1
3,32,2,10,4,3,1
3,34,1,4,6,3,1
3,43,1,22,3,6,2
3,38,1,22,7,5,1
3,39,1,21,7,5,1
3,34,2,22,6,3,1
3,80,2,22,NA,NA,2
3,29,1,22,3,2,1
3,57,2,22,NA,NA,2
3,31,2,15,10,3,2
3,36,1,21,8,3,1
3,25,2,15,10,3,2
3,38,1,6,7,5,1
3,50,2,22,NA,NA,2
3,28,1,22,4,3,2
3,26,2,22,4,3,2
3,23,1,22,4,3,2
3,23,1,22,8,3,2
3,42,2,22,5,4,1
3,22,2,22,6,3,2
3,34,2,22,4,3,1
3,63,2,22,NA,NA,2
3,61,2,22,3,4,1
3,21,2,22,4,3,2
3,20,1,22,4,3,2
3,22,1,14,6,3,1
3,22,1,6,6,3,1
3,31,2,22,10,1,1
3,48,2,22,5,4,1
3,61,1,22,7,5,2
3,27,1,22,10,4,1
3,29,1,14,4,3,2
3,32,2,14,4,3,2
3,39,1,69,5,4,1
3,47,2,22,5,1,1
3,31,2,15,4,2,1
3,48,2,15,5,4,1
3,28,1,15,4,3,1
3,68,2,97,5,4,1
3,48,2,22,5,2,1
3,44,2,22,5,4,1
3,31,2,6,6,3,1
3,23,1,22,4,1,2
3,56,1,4,5,4,1
3,47,2,15,5,4,1
3,20,1,15,9,1,2
3,23,1,15,6,3,1
3,22,2,73,NA,NA,1
3,38,2,4,5,1,1
3,39,1,4,5,4,1
3,28,2,4,10,4,1
3,28,1,14,10,4,1
3,24,2,8,10,4,1
3,26,1,14,6,3,1
3,47,2,14,8,3,1
3,21,2,14,9,1,2
3,86,1,14,5,4,2
3,31,2,14,4,1,1
3,22,2,4,4,3,1
3,30,1,22,8,2,1
3,26,2,14,8,1,2
3,30,1,14,4,3,1
3,20,1,22,4,3,1
3,66,1,22,5,4,2
3,66,2,22,5,4,2
3,77,1,22,7,4,2
3,58,1,22,5,4,1
3,30,2,22,3,0,1
3,46,2,8,5,4,2
3,42,2,8,5,4,1
3,20,1,8,10,1,1
3,53,2,22,8,3,1
3,32,1,22,8,3,2
3,24,1,22,10,3,2
3,20,2,22,3,2,1
3,33,2,14,3,0,1
3,24,2,30,6,3,2
3,38,2,22,3,0,1
3,51,2,30,5,4,1
3,41,1,14,NA,NA,1
3,35,1,22,10,3,1
3,26,2,14,9,3,1
3,28,2,22,10,4,2
3,90,2,4,5,4,2
3,29,2,97,4,3,1
3,34,1,30,6,3,1
3,70,1,8,5,4,1
3,54,2,10,5,0,1
3,39,1,10,3,0,2
3,46,2,22,7,3,2
3,49,2,22,10,4,1
3,21,2,30,10,1,2
3,20,2,30,4,3,1
3,83,2,8,3,4,1
3,32,1,22,6,3,1
3,55,2,22,3,5,2
3,31,2,22,6,3,1
3,45,2,15,5,4,1
3,21,2,15,6,4,1
3,22,1,6,4,3,1
3,21,2,6,4,3,2
3,45,2,22,11,1,1
3,50,2,8,10,3,1
3,19,1,8,6,3,2
3,33,2,6,8,3,2
3,29,2,6,7,3,2
3,27,2,6,4,3,2
3,19,1,97,6,3,2
3,20,1,97,6,3,2
3,70,2,21,5,4,2
3,22,2,21,4,3,2
3,39,1,16,8,2,1
3,28,1,15,6,3,2
3,78,2,14,5,4,2
3,43,1,8,5,4,1
3,38,2,4,5,3,2
3,45,2,21,8,3,2
3,50,2,8,11,4,1
3,20,2,8,6,3,2
3,35,2,22,12,1,1
3,43,2,22,7,5,1
3,70,1,15,11,4,1
3,57,2,15,8,3,1
3,56,1,6,11,3,1
3,56,2,41,11,2,1
3,32,1,6,11,3,1
3,29,1,6,12,0,1
3,55,1,64,NA,NA,1
3,28,2,64,3,4,1
3,24,1,64,4,3,2
3,19,2,64,3,5,1
3,50,2,64,3,0,1
3,36,1,30,4,3,1
3,21,1,30,6,3,1
3,28,1,30,10,3,1
3,30,1,8,8,4,1
3,36,1,8,5,4,1
3,32,2,30,4,3,1
3,40,1,14,5,4,1
3,35,2,14,5,4,1
3,28,2,6,4,3,1
3,30,2,6,4,3,1
3,28,2,6,4,3,1
3,26,1,6,4,3,2
3,41,2,9,5,4,1
3,26,2,30,6,3,1
3,29,1,30,6,3,1
3,69,2,21,NA,NA,1
3,92,2,21,NA,NA,2
3,45,1,14,7,1,1
3,36,1,14,6,3,1
3,41,1,14,5,4,1
3,85,2,10,5,4,1
3,56,1,22,10,2,1
3,52,2,4,12,2,1
3,39,2,22,7,5,2
3,56,2,22,NA,NA,1
3,28,1,30,10,3,1
3,41,1,22,11,4,1
3,38,1,22,7,5,1
3,42,1,14,7,5,1
3,58,2,6,3,6,1
3,20,1,14,4,3,2
3,23,1,22,11,4,2
3,74,2,14,10,3,2
3,40,2,4,11,4,1
3,27,1,22,10,3,2
3,49,2,4,7,2,1
3,65,1,22,7,5,2
3,54,2,22,10,3,1
3,22,2,22,11,3,2
3,21,1,22,11,2,2
3,58,2,22,3,4,2
3,20,1,22,6,3,2
3,39,1,8,8,4,1
3,35,2,18,6,3,1
3,43,1,22,10,2,1
3,78,1,14,5,4,2
3,41,2,15,7,4,1
3,47,1,14,7,4,1
3,33,1,8,6,3,1
3,23,1,8,6,3,1
3,21,1,8,4,3,1
3,43,1,22,7,5,1
3,41,2,15,7,4,1
3,19,2,22,6,3,2
3,21,1,30,6,3,1
3,21,1,4,10,2,2
3,34,2,21,4,3,1
3,37,2,22,5,4,1
3,42,1,22,5,4,1
3,40,1,30,7,4,1
3,38,2,6,5,4,1
3,36,2,14,4,2,1
3,45,1,14,8,3,2
3,32,1,97,4,1,1
3,21,1,8,11,1,2
3,46,2,8,5,4,1
3,32,2,3,4,3,1
3,24,2,8,6,3,1
3,22,1,8,4,3,1
3,33,1,22,3,4,1
3,62,1,4,8,4,1
3,72,1,22,7,3,2
3,45,1,14,5,4,1
3,58,2,30,7,5,1
3,25,1,30,11,4,2
3,32,1,14,6,3,1
3,30,2,22,4,3,1
3,55,1,22,8,3,1
3,52,2,22,8,3,1
3,47,1,97,7,4,2
3,27,1,22,6,3,1
3,31,1,14,6,3,1
3,27,2,14,4,3,1
3,71,1,22,8,4,2
3,40,2,21,5,4,1
3,47,2,22,7,5,1
3,78,2,22,7,5,2
3,43,2,22,8,3,2
3,50,1,22,8,3,1
3,47,1,22,5,4,1
3,44,2,22,11,4,1
3,22,2,22,10,2,2
3,30,1,22,4,3,1
3,29,2,22,10,2,1
3,30,2,22,8,1,1
3,33,1,22,8,3,1
3,30,1,22,8,3,1
3,27,1,22,11,4,1
3,27,2,22,8,3,2
3,47,1,14,5,4,1
3,48,2,22,5,2,1
3,25,2,14,6,3,1
3,22,2,14,6,2,1
3,19,1,14,6,1,2
3,50,1,4,5,4,1
3,45,2,4,5,4,1
3,36,1,4,5,4,2
3,28,1,14,4,3,1
3,23,1,14,3,3,2
3,51,2,22,5,4,2
3,45,1,8,NA,NA,1
3,29,1,4,11,4,1
3,28,2,4,11,4,1
3,24,2,4,8,1,2
3,35,1,22,11,4,1
3,22,2,14,8,3,1
3,59,2,22,5,4,2
3,32,1,22,4,2,2
3,30,1,22,4,3,2
3,26,1,22,4,2,2
3,67,1,22,5,4,2
3,53,2,43,NA,NA,1
3,53,2,22,5,4,1
3,39,1,21,3,2,1
3,19,1,21,6,3,2
3,97,1,0,3,6,1
3,65,1,21,12,2,2
3,63,2,22,7,5,2
3,69,2,22,5,4,2
3,47,1,14,3,5,1
3,40,2,8,9,4,1
3,69,2,22,5,4,2
3,52,2,21,8,3,1
3,27,1,21,10,4,2
3,50,1,30,9,4,1
3,48,2,30,9,4,1
3,27,1,30,8,3,2
3,21,1,30,11,0,2
3,59,1,30,7,0,1
3,51,2,30,9,4,1
3,26,1,30,6,3,2
3,24,2,30,10,3,1
3,26,2,30,4,3,1
3,50,1,15,7,3,1
3,42,2,15,9,4,1
3,59,2,30,9,4,2
3,26,1,30,10,1,2
3,66,1,30,7,3,1
3,87,1,22,9,4,2
3,57,1,22,3,6,1
3,51,2,22,3,2,2
3,21,2,22,6,3,1
3,25,2,22,NA,NA,1
3,35,2,14,4,3,1
3,34,2,14,3,2,1
3,32,1,14,4,3,1
3,30,2,14,4,3,1
3,24,2,14,6,3,2
3,31,2,4,6,3,1
3,63,2,4,NA,NA,2
3,35,1,30,10,4,2
3,32,2,30,4,3,2
3,26,1,97,6,3,1
3,21,1,97,6,3,2
3,75,2,44,9,4,2
3,70,2,44,9,4,2
3,53,2,44,9,4,2
3,73,1,44,9,4,2
3,49,1,44,8,2,1
3,40,2,44,9,4,1
3,29,2,97,4,3,1
3,50,1,30,9,4,1
3,48,2,30,9,4,1
3,27,1,30,8,3,2
3,21,1,30,11,0,2
3,50,1,15,7,3,1
3,42,2,15,9,4,1
3,87,1,22,9,4,2
3,57,1,22,3,6,1
3,51,2,22,3,2,2
3,21,2,22,6,3,1
3,25,2,22,NA,NA,1
3,35,2,14,4,3,1
3,34,2,14,3,2,1
3,32,1,97,4,3,1
3,30,2,14,4,3,1
3,24,2,14,6,3,2
3,35,1,30,10,4,2
3,32,2,30,4,3,2
3,75,2,44,9,4,2
3,70,2,44,9,4,2
3,53,2,44,9,4,2
3,73,1,44,9,4,2
3,49,1,97,8,2,1
3,40,2,44,9,4,1
3,29,2,14,4,3,1
3,33,1,14,6,3,1
3,24,1,14,4,3,1
3,88,1,97,11,3,2
3,69,2,14,5,4,2
3,57,2,14,11,3,1
3,25,1,21,8,2,2
3,25,1,21,6,3,1
3,20,1,14,4,3,2
3,53,1,8,12,1,1
3,50,2,14,5,2,1
3,37,2,14,5,4,1
3,60,1,22,11,3,2
3,56,2,22,9,2,2
3,22,1,22,10,2,2
3,19,2,22,6,3,1
3,44,1,22,12,1,2
3,42,2,22,11,3,1
3,26,1,30,10,2,2
3,35,1,14,10,4,1
3,29,2,14,6,3,1
3,38,1,22,5,4,1
3,37,1,30,7,5,1
3,35,2,15,7,5,1
3,47,1,22,3,1,1
3,35,2,14,7,5,1
3,43,1,8,12,2,1
3,47,1,30,10,2,1
3,45,2,30,7,5,1
3,65,1,22,7,5,2
3,65,2,22,7,2,1
3,26,1,22,10,1,2
3,60,2,22,7,5,2
3,29,1,22,11,4,1
3,22,1,22,10,1,2
3,29,1,22,10,3,1
3,24,1,30,4,3,1
3,36,2,22,5,4,2
3,28,2,22,3,2,2
3,51,1,22,8,4,1
3,20,1,22,6,2,2
3,35,2,22,4,3,1
3,42,1,30,11,4,1
3,61,2,30,5,4,1
3,19,1,30,3,3,1
3,20,1,30,3,2,1
3,52,2,22,5,4,1
3,20,1,22,4,3,1
3,40,2,22,7,4,1
3,54,1,14,NA,NA,1
3,41,2,30,5,4,1
3,21,1,14,6,3,2
3,56,1,14,7,3,1
3,51,2,14,5,4,1
3,24,1,14,3,3,2
3,42,2,30,5,4,1
3,23,1,8,6,3,2
3,65,2,22,NA,NA,2
3,39,1,22,NA,NA,1
3,40,1,22,NA,NA,1
3,27,1,22,3,2,2
3,32,1,15,8,4,1
3,23,1,15,6,3,1
3,31,1,97,4,3,1
3,20,1,92,4,3,1
3,49,1,4,5,4,1
3,66,2,22,5,4,2
3,38,1,64,NA,NA,1
3,29,2,64,4,3,1
3,46,2,4,5,4,2
3,53,1,15,7,5,1
3,35,1,21,8,3,1
3,32,2,21,8,3,1
3,29,2,56,4,1,1
3,23,2,64,NA,NA,1
3,32,2,43,NA,NA,1
3,31,2,64,4,1,1
3,26,2,43,7,3,1
3,35,1,22,6,3,1
3,24,1,30,4,3,1
3,51,1,22,8,4,1
3,20,1,22,6,2,2
3,61,2,30,5,4,1
3,19,1,30,3,3,1
